county,year,population,population_year_used,total_crashes,crashes_per_100k,impaired_crashes,impaired_crashes_per_100k,fatalities,injuries,owi_probation_cases,owi_probation_per_100k,owi_reincarcerated,unemployment_rate,median_household_income,liquor_sale_dollars,liquor_volume_liters,liquor_bottles_sold,liquor_dollars_per_100k
DALLAS,2012,72235,2012,0,0.000,0,0.000,0,0,0,0.000,0,3.892,71878,,,,
DALLAS,2013,74949,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.600,73847,,,,
DALLAS,2014,77739,2014,988,1270.919,36,46.309,6,325,0,0.000,0,3.292,74876,,,,
DALLAS,2015,80631,2015,1080,1339.435,36,44.648,4,340,0,0.000,0,2.842,76320,,,,
DALLAS,2016,84248,2016,1165,1382.822,37,43.918,6,367,104,123.445,3,2.475,78918,,,,
DALLAS,2017,87208,2017,1126,1291.166,44,50.454,2,382,105,120.402,4,1.975,82719,,,,
DALLAS,2018,89953,2018,1374,1527.464,50,55.585,6,441,87,96.717,4,1.650,84790,,,,
DALLAS,2019,93453,2019,1348,1442.436,46,49.223,3,435,94,100.585,3,1.775,88479,,,,
DALLAS,2020,99678,2020,1021,1024.298,54,54.174,9,345,106,106.342,2,3.258,88368,,,,
DALLAS,2021,104194,2021,1267,1216.001,63,60.464,6,423,148,142.043,4,2.483,93492,,,,
DALLAS,2022,108164,2022,1313,1213.897,53,49.000,10,436,188,173.810,2,1.967,99533,,,,
DALLAS,2023,111593,2023,1337,1198.104,75,67.209,14,492,0,0.000,0,2.233,102349,,,,
DALLAS,2024,115343,2024,1366,1184.294,51,44.216,2,457,0,0.000,0,2.633,,,,,
DALLAS,2025,115343,2024,600,520.188,25,21.674,2,215,0,0.000,0,3.227,,14217377,655590,756137,12326172.329
DALLAS,2026,115343,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,1464135,71452,91103,1269374.839
DAVIS,2000,8541,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.300,,,,,
DAVIS,2001,8571,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.075,,,,,
DAVIS,2002,8565,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.850,,,,,
DAVIS,2003,8494,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.875,,,,,
DAVIS,2004,8555,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.925,,,,,
DAVIS,2005,8507,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.383,,,,,
DAVIS,2006,8530,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.675,,,,,
DAVIS,2007,8575,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.550,,,,,
DAVIS,2008,8573,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.942,,,,,
DAVIS,2009,8562,2009,0,0.000,0,0.000,0,0,0,0.000,0,9.250,,,,,
DAVIS,2010,8753,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.267,,,,,
DAVIS,2011,8771,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.183,,,,,
DAVIS,2012,8707,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.725,46807,,,,
DAVIS,2013,8769,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.492,45040,,,,
DAVIS,2014,8756,2014,108,1233.440,4,45.683,1,37,0,0.000,0,5.133,46048,,,,
DAVIS,2015,8777,2015,112,1276.062,4,45.574,2,61,0,0.000,0,4.425,48888,,,,
DAVIS,2016,8884,2016,94,1058.082,2,22.512,3,41,0,0.000,0,4.125,49696,,,,
DAVIS,2017,8969,2017,81,903.111,1,11.150,0,41,5,55.748,0,3.242,52390,,,,
DAVIS,2018,8972,2018,117,1304.057,7,78.021,3,46,0,0.000,0,2.675,58464,,,,
DAVIS,2019,9000,2019,91,1011.111,1,11.111,1,30,1,11.111,0,2.667,63404,,,,
DAVIS,2020,9110,2020,101,1108.672,4,43.908,1,36,1,10.977,0,3.858,67627,,,,
DAVIS,2021,9155,2021,89,972.146,2,21.846,0,29,1,10.923,0,2.983,76755,,,,
DAVIS,2022,9158,2022,99,1081.022,8,87.355,2,35,0,0.000,0,2.458,77176,,,,
DAVIS,2023,9165,2023,121,1320.240,4,43.644,4,36,0,0.000,0,2.392,79505,,,,
DAVIS,2024,9193,2024,93,1011.639,2,21.756,1,24,0,0.000,0,2.650,,,,,
DAVIS,2025,9193,2024,39,424.236,1,10.878,0,19,0,0.000,0,3.364,,142056,8292,11856,1545263.679
DAVIS,2026,9193,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,20834,1256,1714,226626.020
DECATUR,2000,8689,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.358,,,,,
DECATUR,2001,8652,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.408,,,,,
DECATUR,2002,8543,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.358,,,,,
DECATUR,2003,8469,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.783,,,,,
DECATUR,2004,8454,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.200,,,,,
DECATUR,2005,8460,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.925,,,,,
DECATUR,2006,8372,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.042,,,,,
DECATUR,2007,8342,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.075,,,,,
DECATUR,2008,8201,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.775,,,,,
DECATUR,2009,8231,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.808,,,,,
DECATUR,2010,8457,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.142,,,,,
DECATUR,2011,8249,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.050,,,,,
DECATUR,2012,8239,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.417,34942,,,,
DECATUR,2013,8216,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.492,36326,,,,
DECATUR,2014,8209,2014,95,1157.266,4,48.727,3,31,0,0.000,0,3.808,38275,,,,
DECATUR,2015,8137,2015,81,995.453,4,49.158,0,25,0,0.000,0,3.258,38560,,,,
DECATUR,2016,8053,2016,108,1341.115,4,49.671,1,35,2,24.835,0,3.608,38467,,,,
DECATUR,2017,7947,2017,98,1233.170,3,37.750,7,28,8,100.667,0,2.958,41042,,,,
DECATUR,2018,7890,2018,103,1305.450,3,38.023,4,29,5,63.371,0,2.592,42614,,,,
DECATUR,2019,7870,2019,121,1537.484,6,76.239,1,32,3,38.119,0,2.425,44462,,,,
DECATUR,2020,7645,2020,115,1504.251,1,13.080,1,47,5,65.402,0,4.342,48154,,,,
DECATUR,2021,7797,2021,134,1718.610,2,25.651,0,33,1,12.825,0,3.533,52753,,,,
DECATUR,2022,7822,2022,135,1725.901,0,0.000,2,42,0,0.000,0,2.817,56068,,,,
DECATUR,2023,7781,2023,112,1439.404,6,77.111,4,42,0,0.000,0,2.825,57146,,,,
DECATUR,2024,7656,2024,117,1528.213,2,26.123,3,49,0,0.000,0,2.900,,,,,
DECATUR,2025,7656,2024,53,692.268,1,13.062,0,21,0,0.000,0,3.345,,283134,13245,20843,3698203.370
DECATUR,2026,7656,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,42626,1953,3227,556769.331
DELAWARE,2000,18404,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.858,,,,,
DELAWARE,2001,18212,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.592,,,,,
DELAWARE,2002,18123,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.983,,,,,
DELAWARE,2003,17977,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.967,,,,,
DELAWARE,2004,17797,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.725,,,,,
DELAWARE,2005,17619,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.450,,,,,
DELAWARE,2006,17560,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.658,,,,,
DELAWARE,2007,17506,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.575,,,,,
DELAWARE,2008,17335,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.892,,,,,
DELAWARE,2009,17205,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.792,,,,,
DELAWARE,2010,17764,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.142,,,,,
DELAWARE,2011,17632,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.517,,,,,
DELAWARE,2012,17567,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.458,51663,,,,
DELAWARE,2013,17473,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.300,54076,,,,
DELAWARE,2014,17395,2014,285,1638.402,19,109.227,1,57,0,0.000,0,3.817,54801,,,,
DELAWARE,2015,17393,2015,272,1563.848,9,51.745,2,112,0,0.000,0,3.350,58274,,,,
DELAWARE,2016,17288,2016,264,1527.071,19,109.903,4,64,9,52.059,0,3.633,59452,,,,
DELAWARE,2017,17143,2017,218,1271.656,8,46.666,2,59,11,64.166,0,2.792,60534,,,,
DELAWARE,2018,17081,2018,271,1586.558,9,52.690,4,72,9,52.690,0,2.225,61179,,,,
DELAWARE,2019,17011,2019,230,1352.066,14,82.300,0,69,4,23.514,0,2.408,63750,,,,
DELAWARE,2020,17488,2020,240,1372.370,18,102.928,2,62,5,28.591,0,4.117,63877,,,,
DELAWARE,2021,17552,2021,221,1259.116,17,96.855,3,59,11,62.671,3,3.225,69319,,,,
DELAWARE,2022,17590,2022,241,1370.097,10,56.850,1,71,17,96.646,0,2.533,75896,,,,
DELAWARE,2023,17583,2023,249,1416.141,13,73.935,2,60,0,0.000,0,2.792,76205,,,,
DELAWARE,2024,17609,2024,245,1391.334,14,79.505,2,75,0,0.000,0,2.792,,,,,
DELAWARE,2025,17609,2024,86,488.387,5,28.395,0,23,0,0.000,0,3.327,,1444749,84540,90525,8204602.817
DELAWARE,2026,17609,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,177594,10614,12672,1008538.815
DES MOINES,2000,42351,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.525,,,,,
DES MOINES,2001,41917,2001,0,0.000,0,0.000,0,0,0,0.000,0,5.008,,,,,
DES MOINES,2002,41307,2002,0,0.000,0,0.000,0,0,0,0.000,0,5.992,,,,,
DES MOINES,2003,41152,2003,0,0.000,0,0.000,0,0,0,0.000,0,6.633,,,,,
DES MOINES,2004,40742,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.883,,,,,
DES MOINES,2005,40553,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.483,,,,,
DES MOINES,2006,40453,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.733,,,,,
DES MOINES,2007,40634,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.442,,,,,
DES MOINES,2008,40803,2008,0,0.000,0,0.000,0,0,0,0.000,0,5.733,,,,,
DES MOINES,2009,41058,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.150,,,,,
DES MOINES,2010,40325,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.550,,,,,
DES MOINES,2011,40066,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.808,,,,,
DES MOINES,2012,40229,2012,0,0.000,0,0.000,0,0,0,0.000,0,6.133,43427,,,,
DES MOINES,2013,40395,2013,0,0.000,0,0.000,0,0,0,0.000,0,6.025,42451,,,,
DES MOINES,2014,40096,2014,894,2229.649,48,119.713,2,282,0,0.000,0,5.025,42146,,,,
DES MOINES,2015,39874,2015,920,2307.268,60,150.474,4,297,0,0.000,0,4.692,44423,,,,
DES MOINES,2016,39613,2016,864,2181.102,48,121.172,5,269,0,0.000,0,4.767,44516,,,,
DES MOINES,2017,39326,2017,863,2194.477,45,114.428,3,227,0,0.000,0,4.075,47524,,,,
DES MOINES,2018,39149,2018,894,2283.583,46,117.500,2,213,2,5.109,0,3.250,49977,,,,
DES MOINES,2019,38967,2019,873,2240.357,32,82.121,3,200,1,2.566,0,3.758,51267,,,,
DES MOINES,2020,38910,2020,761,1955.795,41,105.371,2,210,2,5.140,0,7.158,51784,,,,
DES MOINES,2021,38545,2021,819,2124.789,41,106.369,3,233,1,2.594,0,5.650,54318,,,,
DES MOINES,2022,38258,2022,822,2148.570,33,86.256,4,234,1,2.614,0,4.192,58084,,,,
DES MOINES,2023,38360,2023,759,1978.624,34,88.634,1,196,0,0.000,0,4.033,60662,,,,
DES MOINES,2024,38411,2024,788,2051.496,31,80.706,3,208,0,0.000,0,3.883,,,,,
DES MOINES,2025,38411,2024,318,827.888,21,54.672,0,112,0,0.000,0,4.427,,4567593,235448,398631,11891367.395
DES MOINES,2026,38411,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,643260,33708,57125,1674677.540
DICKINSON,2000,16424,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.783,,,,,
DICKINSON,2001,16473,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.358,,,,,
DICKINSON,2002,16343,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.783,,,,,
DICKINSON,2003,16318,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.650,,,,,
DICKINSON,2004,16478,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.075,,,,,
DICKINSON,2005,16608,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.400,,,,,
DICKINSON,2006,16621,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.117,,,,,
DICKINSON,2007,16586,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.975,,,,,
DICKINSON,2008,16644,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.383,,,,,
DICKINSON,2009,16623,2009,0,0.000,0,0.000,0,0,0,0.000,0,7.283,,,,,
DICKINSON,2010,16667,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.958,,,,,
DICKINSON,2011,16859,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.417,,,,,
DICKINSON,2012,16925,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.675,53426,,,,
DICKINSON,2013,16878,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.392,56136,,,,
DICKINSON,2014,16840,2014,231,1371.734,13,77.197,2,96,0,0.000,0,4.767,56086,,,,
DICKINSON,2015,17004,2015,219,1287.932,12,70.572,4,93,0,0.000,0,3.900,57265,,,,
DICKINSON,2016,17109,2016,255,1490.444,13,75.983,2,113,12,70.139,2,4.542,57914,,,,
DICKINSON,2017,17141,2017,261,1522.665,15,87.509,1,117,4,23.336,1,3.883,59889,,,,
DICKINSON,2018,17121,2018,246,1436.832,18,105.134,3,108,8,46.726,0,3.433,58099,,,,
DICKINSON,2019,17258,2019,250,1448.604,15,86.916,1,98,1,5.794,0,2.983,59969,,,,
DICKINSON,2020,17703,2020,250,1412.190,17,96.029,2,91,1,5.649,1,5.225,60975,,,,
DICKINSON,2021,17876,2021,282,1577.534,30,167.823,3,116,4,22.376,0,3.817,65215,,,,
DICKINSON,2022,18052,2022,296,1639.708,21,116.331,1,97,1,5.540,0,3.042,72446,,,,
DICKINSON,2023,18087,2023,286,1581.246,17,93.990,1,99,0,0.000,0,3.050,74570,,,,
DICKINSON,2024,18158,2024,263,1448.397,15,82.608,2,103,0,0.000,0,3.092,,,,,
DICKINSON,2025,18158,2024,93,512.171,4,22.029,0,47,0,0.000,0,3.445,,5922715,325195,348862,32617659.819
DICKINSON,2026,18158,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,592440,34013,37487,3262694.405
DUBUQUE,2000,89156,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.258,,,,,
DUBUQUE,2001,88998,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.167,,,,,
DUBUQUE,2002,89218,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.033,,,,,
DUBUQUE,2003,90116,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.292,,,,,
DUBUQUE,2004,90618,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.358,,,,,
DUBUQUE,2005,90926,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.375,,,,,
DUBUQUE,2006,91390,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.658,,,,,
DUBUQUE,2007,92254,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.992,,,,,
DUBUQUE,2008,92589,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.308,,,,,
DUBUQUE,2009,93072,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.692,,,,,
DUBUQUE,2010,93653,2010,0,0.000,0,0.000,0,0,0,0.000,0,5.858,,,,,
DUBUQUE,2011,94593,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.108,,,,,
DUBUQUE,2012,95159,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.500,50885,,,,
DUBUQUE,2013,95945,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.550,51475,,,,
DUBUQUE,2014,96481,2014,1886,1954.789,97,100.538,9,547,0,0.000,0,4.150,53410,,,,
DUBUQUE,2015,96850,2015,1931,1993.805,82,84.667,3,601,0,0.000,0,3.642,54605,,,,
DUBUQUE,2016,96763,2016,1971,2036.936,121,125.048,4,616,42,43.405,8,3.667,56154,,,,
DUBUQUE,2017,97066,2017,1962,2021.305,109,112.295,10,577,34,35.028,6,3.075,59150,,,,
DUBUQUE,2018,96922,2018,2051,2116.135,107,110.398,6,637,23,23.730,1,2.550,61321,,,,
DUBUQUE,2019,97311,2019,2149,2208.383,99,101.736,8,653,35,35.967,5,2.683,63031,,,,
DUBUQUE,2020,99266,2020,1776,1789.132,120,120.887,3,532,24,24.177,3,5.958,64493,,,,
DUBUQUE,2021,98863,2021,1948,1970.403,118,119.357,4,606,21,21.242,1,4.183,68198,,,,
DUBUQUE,2022,98748,2022,1959,1983.838,123,124.559,12,608,27,27.342,4,3.050,73495,,,,
DUBUQUE,2023,98988,2023,1923,1942.660,102,103.043,4,596,0,0.000,0,2.992,75919,,,,
DUBUQUE,2024,99242,2024,1980,1995.123,95,95.726,11,608,0,0.000,0,3.267,,,,,
DUBUQUE,2025,99242,2024,791,797.042,38,38.290,3,228,0,0.000,0,3.627,,12309018,695142,905914,12403032.577
DUBUQUE,2026,99242,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,1718710,100476,127211,1731836.954
EMMET,2000,11028,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.908,,,,,
EMMET,2001,10873,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.850,,,,,
EMMET,2002,10795,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.508,,,,,
EMMET,2003,10684,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.308,,,,,
EMMET,2004,10508,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.475,,,,,
EMMET,2005,10468,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.458,,,,,
EMMET,2006,10371,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.033,,,,,
EMMET,2007,10341,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.700,,,,,
EMMET,2008,10364,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.908,,,,,
EMMET,2009,10241,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.375,,,,,
EMMET,2010,10302,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.150,,,,,
EMMET,2011,10089,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.667,,,,,
EMMET,2012,9944,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.433,46547,,,,
EMMET,2013,9880,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.075,48601,,,,
EMMET,2014,9821,2014,184,1873.536,5,50.911,1,44,0,0.000,0,3.975,48545,,,,
EMMET,2015,9702,2015,163,1680.066,11,113.379,1,46,0,0.000,0,3.700,47795,,,,
EMMET,2016,9581,2016,170,1774.345,9,93.936,0,43,3,31.312,1,4.483,45536,,,,
EMMET,2017,9422,2017,182,1931.649,8,84.908,0,39,3,31.840,0,3.342,47419,,,,
EMMET,2018,9277,2018,190,2048.076,5,53.897,0,44,0,0.000,0,2.950,48542,,,,
EMMET,2019,9208,2019,227,2465.248,7,76.021,1,72,3,32.580,1,2.667,51563,,,,
EMMET,2020,9388,2020,153,1629.740,5,53.259,1,38,2,21.304,0,5.133,56708,,,,
EMMET,2021,9333,2021,177,1896.496,9,96.432,4,33,2,21.429,0,4.050,58357,,,,
EMMET,2022,9197,2022,154,1674.459,8,86.985,3,34,5,54.366,1,3.267,64461,,,,
EMMET,2023,9277,2023,183,1972.620,5,53.897,1,49,0,0.000,0,3.383,65181,,,,
EMMET,2024,9162,2024,181,1975.551,6,65.488,0,58,0,0.000,0,3.342,,,,,
EMMET,2025,9162,2024,46,502.074,3,32.744,0,18,0,0.000,0,3.991,,815649,50564,60040,8902520.192
EMMET,2026,9162,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,129050,8577,9215,1408539.948
FAYETTE,2000,22008,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.800,,,,,
FAYETTE,2001,21674,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.767,,,,,
FAYETTE,2002,21424,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.842,,,,,
FAYETTE,2003,21299,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.083,,,,,
FAYETTE,2004,21024,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.250,,,,,
FAYETTE,2005,20939,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.050,,,,,
FAYETTE,2006,20701,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.517,,,,,
FAYETTE,2007,20379,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.392,,,,,
FAYETTE,2008,20238,2008,0,0.000,0,0.000,0,0,0,0.000,0,5.233,,,,,
FAYETTE,2009,20164,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.708,,,,,
FAYETTE,2010,20880,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.242,,,,,
FAYETTE,2011,20976,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.267,,,,,
FAYETTE,2012,20774,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.383,42995,,,,
FAYETTE,2013,20519,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.258,45542,,,,
FAYETTE,2014,20290,2014,299,1473.632,7,34.500,5,88,0,0.000,0,5.025,45443,,,,
FAYETTE,2015,20142,2015,335,1663.191,26,129.084,2,110,0,0.000,0,4.492,44928,,,,
FAYETTE,2016,19858,2016,326,1641.656,12,60.429,2,77,24,120.858,1,4.542,47711,,,,
FAYETTE,2017,19687,2017,328,1666.074,15,76.192,3,96,10,50.795,0,3.692,48412,,,,
FAYETTE,2018,19679,2018,347,1763.301,9,45.734,4,91,17,86.387,0,3.100,50015,,,,
FAYETTE,2019,19650,2019,295,1501.272,15,76.336,5,90,20,101.781,0,3.550,51128,,,,
FAYETTE,2020,19509,2020,289,1481.368,13,66.636,4,77,17,87.139,0,5.517,49834,,,,
FAYETTE,2021,19303,2021,266,1378.024,18,93.250,4,93,22,113.972,0,4.417,50973,,,,
FAYETTE,2022,19292,2022,303,1570.599,15,77.752,1,84,16,82.936,0,3.283,56043,,,,
FAYETTE,2023,19239,2023,282,1465.773,14,72.769,2,70,0,0.000,0,3.275,58764,,,,
FAYETTE,2024,19152,2024,274,1430.660,17,88.764,3,72,0,0.000,0,3.292,,,,,
FAYETTE,2025,19152,2024,110,574.353,5,26.107,0,25,0,0.000,0,3.900,,1663246,99160,133596,8684448.935
FAYETTE,2026,19152,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,222461,13584,18843,1161552.893
FLOYD,2000,16900,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.733,,,,,
FLOYD,2001,16618,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.258,,,,,
FLOYD,2002,16589,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.775,,,,,
FLOYD,2003,16511,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.000,,,,,
FLOYD,2004,16417,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.883,,,,,
FLOYD,2005,16309,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.042,,,,,
FLOYD,2006,16335,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.683,,,,,
FLOYD,2007,16224,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.475,,,,,
FLOYD,2008,16031,2008,0,0.000,0,0.000,0,0,0,0.000,0,5.767,,,,,
FLOYD,2009,15910,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.867,,,,,
FLOYD,2010,16303,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.358,,,,,
FLOYD,2011,16095,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.525,,,,,
FLOYD,2012,16087,2012,0,0.000,0,0.000,0,0,0,0.000,0,6.208,42386,,,,
FLOYD,2013,16023,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.508,43826,,,,
FLOYD,2014,15999,2014,277,1731.358,6,37.502,3,102,0,0.000,0,4.558,43169,,,,
FLOYD,2015,15910,2015,267,1678.190,5,31.427,1,72,0,0.000,0,3.758,44797,,,,
FLOYD,2016,15857,2016,279,1759.475,6,37.838,6,86,18,113.515,0,3.825,46406,,,,
FLOYD,2017,15767,2017,223,1414.346,13,82.451,5,72,13,82.451,1,3.375,48607,,,,
FLOYD,2018,15752,2018,258,1637.887,6,38.090,5,63,12,76.181,0,2.875,48110,,,,
FLOYD,2019,15642,2019,277,1770.873,7,44.751,1,75,15,95.896,0,3.617,50406,,,,
FLOYD,2020,15627,2020,236,1510.207,8,51.193,1,70,17,108.786,0,6.225,51768,,,,
FLOYD,2021,15458,2021,298,1927.804,8,51.753,4,72,14,90.568,1,4.175,55827,,,,
FLOYD,2022,15316,2022,289,1886.916,10,65.291,0,64,7,45.704,0,3.150,62356,,,,
FLOYD,2023,15266,2023,253,1657.278,10,65.505,5,62,0,0.000,0,3.458,64500,,,,
FLOYD,2024,15008,2024,252,1679.104,8,53.305,1,66,0,0.000,0,3.450,,,,,
FLOYD,2025,15008,2024,98,652.985,1,6.663,2,20,0,0.000,0,3.991,,1380169,79992,107515,9196219.283
FLOYD,2026,15008,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,199956,11871,16020,1332330.357
FRANKLIN,2000,10704,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.750,,,,,
FRANKLIN,2001,10599,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.375,,,,,
FRANKLIN,2002,10636,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.233,,,,,
FRANKLIN,2003,10588,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.500,,,,,
FRANKLIN,2004,10641,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.667,,,,,
FRANKLIN,2005,10664,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.742,,,,,
FRANKLIN,2006,10574,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.833,,,,,
FRANKLIN,2007,10623,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.525,,,,,
FRANKLIN,2008,10567,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.358,,,,,
FRANKLIN,2009,10540,2009,0,0.000,0,0.000,0,0,0,0.000,0,7.483,,,,,
FRANKLIN,2010,10680,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.325,,,,,
FRANKLIN,2011,10693,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.167,,,,,
FRANKLIN,2012,10509,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.442,49144,,,,
FRANKLIN,2013,10507,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.450,48355,,,,
FRANKLIN,2014,10433,2014,160,1533.595,4,38.340,0,57,0,0.000,0,3.992,48218,,,,
