county,year,unemployment_rate,laborforce_sum,unemployment_sum
SHELBY,2001,2.675,88150,2380
SHELBY,2002,3.392,85240,2880
SHELBY,2003,3.667,83560,3070
SHELBY,2004,3.800,82900,3160
SHELBY,2005,3.742,85000,3190
SHELBY,2006,3.150,89220,2820
SHELBY,2007,3.258,90900,2950
SHELBY,2008,3.000,91600,2760
SHELBY,2009,4.067,91160,3690
SHELBY,2010,4.617,79250,3670
SHELBY,2011,4.375,81020,3550
SHELBY,2012,3.742,84310,3140
SHELBY,2013,3.767,83520,3150
SHELBY,2014,3.158,84800,2680
SHELBY,2015,2.833,84450,2410
SHELBY,2016,3.083,80120,2480
SHELBY,2017,2.517,77990,2000
SHELBY,2018,2.200,77650,1710
SHELBY,2019,2.217,77890,1720
SHELBY,2020,3.933,73170,2870
SHELBY,2021,3.200,73430,2340
SHELBY,2022,2.508,74090,1880
SHELBY,2023,2.608,74590,1920
SHELBY,2024,2.550,74700,1900
SHELBY,2025,3.000,69630,2080
SIOUX,2000,1.950,211680,4120
SIOUX,2001,2.383,218070,5190
SIOUX,2002,2.800,215440,6020
SIOUX,2003,3.008,216100,6510
SIOUX,2004,2.967,219650,6510
SIOUX,2005,2.933,226510,6650
SIOUX,2006,2.433,232630,5670
SIOUX,2007,2.550,233250,5940
SIOUX,2008,2.775,238250,6600
SIOUX,2009,4.400,236530,10440
SIOUX,2010,3.967,235730,9340
SIOUX,2011,3.717,235500,8750
SIOUX,2012,3.433,233640,8040
SIOUX,2013,3.467,235480,8130
SIOUX,2014,2.958,242100,7130
SIOUX,2015,2.433,249730,6100
SIOUX,2016,2.333,245610,5720
SIOUX,2017,2.025,241110,4880
SIOUX,2018,1.825,243920,4470
SIOUX,2019,1.842,252310,4660
SIOUX,2020,2.642,249280,6520
SIOUX,2021,2.242,258210,5790
SIOUX,2022,1.942,268940,5210
SIOUX,2023,1.967,268450,5260
SIOUX,2024,2.000,268480,5380
SIOUX,2025,2.391,249480,5980
STORY,2000,1.775,556800,10000
STORY,2001,2.108,556900,11900
STORY,2002,2.567,573100,14700
STORY,2003,2.842,565300,16000
STORY,2004,2.958,560900,16600
STORY,2005,3.067,564100,17000
STORY,2006,2.608,575500,14900
STORY,2007,2.800,579600,16300
STORY,2008,3.117,589500,18400
STORY,2009,4.817,592100,28500
STORY,2010,4.267,639200,27100
STORY,2011,3.992,641600,25600
STORY,2012,3.558,643100,22900
STORY,2013,3.367,658900,21800
STORY,2014,2.908,680800,19700
STORY,2015,2.492,690900,17100
STORY,2016,2.550,638100,16000
STORY,2017,2.150,638700,13600
STORY,2018,1.758,643900,11300
STORY,2019,1.958,651700,12800
STORY,2020,3.883,626400,24100
STORY,2021,2.992,635600,19000
STORY,2022,2.267,651100,14900
STORY,2023,2.308,656200,15200
STORY,2024,2.342,656200,15300
STORY,2025,2.873,614400,17700
TAMA,2000,3.383,111020,3780
TAMA,2001,3.558,113730,4040
TAMA,2002,4.283,110180,4720
TAMA,2003,8.067,108420,8700
TAMA,2004,6.383,114230,7280
TAMA,2005,5.567,107990,6040
TAMA,2006,4.183,107850,4510
TAMA,2007,4.358,108340,4710
TAMA,2008,5.225,107900,5660
TAMA,2009,7.300,107670,7860
TAMA,2010,6.508,112160,7300
TAMA,2011,6.158,110830,6830
TAMA,2012,5.967,109590,6550
TAMA,2013,5.558,109590,6080
TAMA,2014,5.283,111100,5880
TAMA,2015,4.325,116290,5030
TAMA,2016,4.508,108960,4900
TAMA,2017,3.708,106620,3960
TAMA,2018,3.258,105950,3460
TAMA,2019,3.233,106510,3450
TAMA,2020,5.375,101950,5480
TAMA,2021,4.575,100860,4650
TAMA,2022,3.642,101340,3700
TAMA,2023,4.250,101920,4340
TAMA,2024,4.350,101690,4410
TAMA,2025,4.973,94660,4720
TAYLOR,2000,3.242,41910,1360
TAYLOR,2001,4.117,41290,1700
TAYLOR,2002,3.958,40030,1600
TAYLOR,2003,4.417,39620,1770
TAYLOR,2004,4.292,39110,1670
TAYLOR,2005,3.850,40480,1550
TAYLOR,2006,3.867,40890,1580
TAYLOR,2007,4.050,40480,1660
TAYLOR,2008,3.958,40690,1610
TAYLOR,2009,6.942,40510,2820
TAYLOR,2010,5.675,38230,2170
TAYLOR,2011,4.808,38010,1840
TAYLOR,2012,4.083,37910,1550
TAYLOR,2013,3.833,38110,1470
TAYLOR,2014,3.700,39020,1460
TAYLOR,2015,3.142,38960,1230
TAYLOR,2016,2.892,39940,1150
TAYLOR,2017,2.175,39580,880
TAYLOR,2018,1.950,39670,760
TAYLOR,2019,1.817,39180,730
TAYLOR,2020,3.650,37130,1350
TAYLOR,2021,2.833,37540,1080
TAYLOR,2022,2.000,37950,750
TAYLOR,2023,2.117,38790,830
TAYLOR,2024,2.000,39400,790
TAYLOR,2025,2.545,36640,920
UNION,2000,3.350,78960,2670
UNION,2001,3.742,79730,3010
UNION,2002,5.008,77960,3900
UNION,2003,5.600,75420,4250
UNION,2004,5.492,75430,4160
UNION,2005,5.000,76240,3790
UNION,2006,4.033,77920,3160
UNION,2007,4.100,79370,3250
UNION,2008,4.492,81010,3640
UNION,2009,6.675,83160,5540
UNION,2010,5.717,84140,4810
UNION,2011,5.317,83900,4470
UNION,2012,5.042,82650,4160
UNION,2013,4.875,82990,4060
UNION,2014,4.733,81960,3880
UNION,2015,4.158,79110,3320
UNION,2016,3.817,76900,2960
UNION,2017,3.125,75850,2370
UNION,2018,3.608,75370,2730
UNION,2019,3.150,74670,2360
UNION,2020,5.825,72030,4180
UNION,2021,4.100,70780,2920
UNION,2022,2.908,70860,2070
UNION,2023,3.000,69670,2100
UNION,2024,2.967,71870,2140
UNION,2025,3.573,67010,2400
VAN BUREN,2000,3.200,48040,1540
VAN BUREN,2001,4.342,48110,2080
VAN BUREN,2002,5.567,46620,2610
VAN BUREN,2003,5.658,45620,2590
VAN BUREN,2004,5.492,46030,2520
VAN BUREN,2005,5.183,45840,2380
VAN BUREN,2006,4.267,47240,2020
VAN BUREN,2007,4.275,47670,2030
VAN BUREN,2008,4.800,47670,2290
VAN BUREN,2009,8.925,46230,4140
VAN BUREN,2010,7.408,47650,3540
VAN BUREN,2011,6.392,46440,2980
VAN BUREN,2012,5.742,45810,2640
VAN BUREN,2013,5.508,46120,2540
VAN BUREN,2014,4.558,47080,2150
VAN BUREN,2015,4.025,46200,1880
VAN BUREN,2016,4.075,42200,1740
VAN BUREN,2017,3.392,40570,1400
VAN BUREN,2018,3.000,40560,1230
VAN BUREN,2019,2.950,40130,1180
VAN BUREN,2020,5.017,39650,2000
VAN BUREN,2021,3.875,39380,1530
VAN BUREN,2022,3.242,40060,1310
VAN BUREN,2023,3.325,40250,1340
VAN BUREN,2024,2.958,40580,1200
VAN BUREN,2025,3.609,37900,1380
WAPELLO,2000,3.592,214800,7700
WAPELLO,2001,4.625,218680,10100
WAPELLO,2002,5.492,228350,12570
WAPELLO,2003,5.558,232070,12910
WAPELLO,2004,5.558,229640,12760
WAPELLO,2005,5.500,230350,12670
WAPELLO,2006,4.492,226210,10130
WAPELLO,2007,4.358,227380,9910
WAPELLO,2008,4.925,227830,11240
WAPELLO,2009,8.858,226910,20090
WAPELLO,2010,8.000,222060,17800
WAPELLO,2011,7.267,218610,15880
WAPELLO,2012,6.933,215750,14980
WAPELLO,2013,6.317,218220,13800
WAPELLO,2014,5.508,218200,12040
WAPELLO,2015,5.108,216640,11090
WAPELLO,2016,5.850,218410,12820
WAPELLO,2017,4.542,214010,9750
WAPELLO,2018,3.542,214480,7590
WAPELLO,2019,3.600,215800,7810
WAPELLO,2020,5.967,207630,12360
WAPELLO,2021,4.600,202690,9310
WAPELLO,2022,3.367,201990,6790
WAPELLO,2023,3.433,201480,6930
WAPELLO,2024,3.608,205020,7430
WAPELLO,2025,4.318,194360,8400
WARREN,2000,2.142,282800,6100
WARREN,2001,2.600,285400,7500
WARREN,2002,3.175,292400,9400
WARREN,2003,3.625,290900,10500
WARREN,2004,3.917,291200,11600
WARREN,2005,3.700,295800,10800
WARREN,2006,3.200,304500,9600
WARREN,2007,3.275,307300,10100
WARREN,2008,3.733,311000,11500
WARREN,2009,5.950,310800,18600
WARREN,2010,5.692,316000,18000
WARREN,2011,5.250,312800,16500
WARREN,2012,4.758,312100,14800
WARREN,2013,4.492,316800,14100
WARREN,2014,3.975,321900,12900
WARREN,2015,3.392,321300,11100
WARREN,2016,3.225,323600,10300
WARREN,2017,2.758,325700,9000
WARREN,2018,2.342,334100,7800
WARREN,2019,2.500,342000,8700
WARREN,2020,4.508,328900,14900
WARREN,2021,3.433,338100,11500
WARREN,2022,2.567,349600,8800
WARREN,2023,2.633,360400,9500
WARREN,2024,2.708,364100,10100
WARREN,2025,3.255,337800,10800
WASHINGTON,2000,2.200,135800,3000
WASHINGTON,2001,2.783,139400,4000
WASHINGTON,2002,3.300,145800,4700
WASHINGTON,2003,3.725,145600,5300
WASHINGTON,2004,4.442,146300,6600
WASHINGTON,2005,3.775,147300,5500
WASHINGTON,2006,2.967,150000,4500
WASHINGTON,2007,3.442,144000,5000
WASHINGTON,2008,4.008,145200,5700
WASHINGTON,2009,5.633,143100,8200
WASHINGTON,2010,5.167,148800,7700
WASHINGTON,2011,4.742,148500,7000
WASHINGTON,2012,4.200,146600,6000
WASHINGTON,2013,3.775,147600,5600
WASHINGTON,2014,3.608,147900,5300
WASHINGTON,2015,3.100,149000,4600
WASHINGTON,2016,2.850,153100,4600
WASHINGTON,2017,2.833,152300,4400
WASHINGTON,2018,2.333,150300,3500
WASHINGTON,2019,2.325,150900,3500
WASHINGTON,2020,3.892,142000,5500
WASHINGTON,2021,3.400,141700,4900
WASHINGTON,2022,2.633,143200,3800
WASHINGTON,2023,2.517,144200,3600
WASHINGTON,2024,2.400,145800,3500
WASHINGTON,2025,2.782,136600,3900
WAYNE,2000,3.017,38940,1170
WAYNE,2001,3.517,40200,1410
WAYNE,2002,4.192,39730,1670
WAYNE,2003,4.542,38040,1740
WAYNE,2004,4.525,37630,1710
WAYNE,2005,4.642,38060,1780
WAYNE,2006,3.958,38610,1530
WAYNE,2007,4.550,38700,1770
WAYNE,2008,4.125,39200,1630
WAYNE,2009,6.392,38820,2500
WAYNE,2010,6.208,34470,2150
WAYNE,2011,5.592,34060,1900
WAYNE,2012,5.392,33670,1840
WAYNE,2013,5.175,34310,1770
WAYNE,2014,5.042,34560,1750
WAYNE,2015,3.900,34270,1350
WAYNE,2016,3.325,39360,1330
WAYNE,2017,2.692,38320,1050
WAYNE,2018,2.500,38130,970
WAYNE,2019,2.275,38810,890
WAYNE,2020,3.983,37760,1510
WAYNE,2021,2.992,38380,1160
WAYNE,2022,2.342,39390,920
WAYNE,2023,2.542,41060,1050
WAYNE,2024,2.533,41430,1040
WAYNE,2025,3.073,38220,1170
WEBSTER,2000,3.050,239290,7290
WEBSTER,2001,3.650,240900,8820
WEBSTER,2002,4.175,239700,10020
WEBSTER,2003,4.708,235610,11090
WEBSTER,2004,4.775,232970,11120
WEBSTER,2005,4.317,236950,10240
WEBSTER,2006,3.892,238450,9280
WEBSTER,2007,3.983,239170,9520
WEBSTER,2008,4.267,242130,10370
WEBSTER,2009,7.525,237820,17840
WEBSTER,2010,7.025,241550,16980
WEBSTER,2011,7.050,238570,16830
WEBSTER,2012,6.300,232460,14650
WEBSTER,2013,5.333,237780,12650
WEBSTER,2014,4.867,238460,11610
WEBSTER,2015,4.300,244840,10500
WEBSTER,2016,4.258,234460,9960
WEBSTER,2017,3.933,221460,8780
WEBSTER,2018,3.542,219580,7780
WEBSTER,2019,3.233,223000,7210
WEBSTER,2020,5.508,211000,11600
WEBSTER,2021,4.500,210180,9470
WEBSTER,2022,3.300,212020,7000
WEBSTER,2023,3.258,211160,6870
WEBSTER,2024,3.133,211250,6600
WEBSTER,2025,3.691,197340,7260
WINNEBAGO,2000,2.042,77500,1600
WINNEBAGO,2001,2.675,78360,2120
WINNEBAGO,2002,3.125,75770,2370
WINNEBAGO,2003,3.717,72440,2700
WINNEBAGO,2004,3.500,70760,2500
WINNEBAGO,2005,4.550,71590,3300
WINNEBAGO,2006,3.533,69940,2470
WINNEBAGO,2007,3.492,69560,2430
WINNEBAGO,2008,6.283,71450,4520
WINNEBAGO,2009,9.517,69280,6620
WINNEBAGO,2010,6.775,69800,4730
WINNEBAGO,2011,6.092,65670,4020
WINNEBAGO,2012,5.325,61720,3290
WINNEBAGO,2013,4.808,62190,2990
WINNEBAGO,2014,4.225,62840,2640
WINNEBAGO,2015,3.942,62210,2460
WINNEBAGO,2016,2.950,73100,2160
WINNEBAGO,2017,2.733,72110,1970
WINNEBAGO,2018,2.275,70380,1610
WINNEBAGO,2019,2.333,71910,1680
WINNEBAGO,2020,5.325,69450,3750
WINNEBAGO,2021,3.300,68860,2280
WINNEBAGO,2022,2.417,69410,1680
WINNEBAGO,2023,3.233,67870,2220
WINNEBAGO,2024,2.450,67170,1670
WINNEBAGO,2025,3.509,62970,2210
WINNESHIEK,2000,2.533,146190,3720
WINNESHIEK,2001,2.925,150850,4380
WINNESHIEK,2002,3.675,149520,5500
WINNESHIEK,2003,4.233,147530,6260
WINNESHIEK,2004,4.225,149340,6350
WINNESHIEK,2005,4.200,149510,6310
WINNESHIEK,2006,3.558,151030,5400
WINNESHIEK,2007,3.658,149840,5480
WINNESHIEK,2008,4.275,149560,6370
WINNESHIEK,2009,6.308,147170,9320
WINNESHIEK,2010,5.583,147360,8240
WINNESHIEK,2011,5.042,146050,7350
WINNESHIEK,2012,4.592,143330,6580
WINNESHIEK,2013,4.650,143090,6610
WINNESHIEK,2014,4.275,145050,6190
WINNESHIEK,2015,3.642,147090,5370
WINNESHIEK,2016,3.325,151310,5010
WINNESHIEK,2017,2.892,148680,4290
WINNESHIEK,2018,2.567,148970,3810
WINNESHIEK,2019,2.642,151190,3990
WINNESHIEK,2020,4.533,138720,6250
WINNESHIEK,2021,3.575,142330,5080
WINNESHIEK,2022,3.008,143010,4300
WINNESHIEK,2023,3.017,142630,4310
WINNESHIEK,2024,2.883,143170,4120
WINNESHIEK,2025,3.273,134750,4400
WOODBURY,2000,2.600,666200,17300
WOODBURY,2001,3.192,663700,21200
WOODBURY,2002,3.842,669700,25600
WOODBURY,2003,4.625,656300,30200
WOODBURY,2004,4.983,639800,31900
WOODBURY,2005,4.883,641400,31100
WOODBURY,2006,4.225,651800,27700
WOODBURY,2007,3.892,661900,25900
WOODBURY,2008,3.767,675000,25500
WOODBURY,2009,5.767,671700,38600
WOODBURY,2010,6.658,671200,44600
WOODBURY,2011,5.792,658100,37900
WOODBURY,2012,5.208,654400,33900
WOODBURY,2013,4.792,664400,31700
WOODBURY,2014,4.392,673000,29500
WOODBURY,2015,3.750,676100,25300
WOODBURY,2016,3.525,684500,24100
WOODBURY,2017,3.208,662400,21200
WOODBURY,2018,2.567,671200,17200
WOODBURY,2019,2.675,681700,18400
WOODBURY,2020,5.333,653200,34700
WOODBURY,2021,4.000,660700,26300
WOODBURY,2022,2.900,674000,19500
WOODBURY,2023,2.917,677900,19900
WOODBURY,2024,2.992,672900,20200
WOODBURY,2025,3.673,618400,22900
WORTH,2000,2.950,52410,1560
WORTH,2001,3.358,52040,1750
WORTH,2002,4.175,53380,2240
WORTH,2003,4.092,52950,2180
WORTH,2004,4.125,53890,2230
WORTH,2005,4.650,55450,2580
WORTH,2006,3.758,55100,2060
WORTH,2007,3.742,54560,2060
WORTH,2008,5.133,55240,2840
WORTH,2009,7.217,53820,3900
WORTH,2010,7.333,52070,3810
WORTH,2011,6.450,51730,3330
WORTH,2012,5.417,50910,2760
WORTH,2013,5.150,50350,2580
WORTH,2014,4.558,50570,2310
WORTH,2015,3.958,50860,2030
WORTH,2016,3.125,55940,1760
WORTH,2017,2.758,55130,1520
WORTH,2018,2.525,55070,1390
WORTH,2019,2.500,55570,1390
WORTH,2020,4.800,53180,2580
WORTH,2021,3.533,52050,1870
WORTH,2022,2.525,51790,1310
WORTH,2023,2.617,52490,1360
WORTH,2024,2.525,53130,1360
WORTH,2025,3.064,49550,1520
WRIGHT,2000,2.633,91230,2410
WRIGHT,2001,3.358,90970,3050
WRIGHT,2002,4.008,86800,3470
WRIGHT,2003,4.567,83660,3830
WRIGHT,2004,4.575,85230,3900
WRIGHT,2005,4.300,86010,3690
WRIGHT,2006,3.575,86300,3100
WRIGHT,2007,3.933,84470,3340
WRIGHT,2008,4.367,85870,3750
WRIGHT,2009,7.458,84560,6300
WRIGHT,2010,7.242,82210,5970
WRIGHT,2011,6.917,81890,5660
WRIGHT,2012,5.342,81900,4370
WRIGHT,2013,4.492,82370,3690
WRIGHT,2014,4.100,83580,3450
WRIGHT,2015,3.858,83080,3250
WRIGHT,2016,4.425,76360,3380
WRIGHT,2017,3.675,74090,2730
WRIGHT,2018,2.858,73390,2090
WRIGHT,2019,2.725,78980,2170
WRIGHT,2020,4.250,77810,3330
WRIGHT,2021,4.175,74540,3130
WRIGHT,2022,2.875,73150,2120
WRIGHT,2023,2.750,73640,2040
WRIGHT,2024,2.408,74520,1800
WRIGHT,2025,3.036,69690,2120
