county,year,population
ADAIR,1990,8409
ADAIR,1991,8397
ADAIR,1992,8430
ADAIR,1993,8441
ADAIR,1994,8483
ADAIR,1995,8380
ADAIR,1996,8366
ADAIR,1997,8363
ADAIR,1998,8310
ADAIR,1999,8305
ADAIR,2000,8243
ADAIR,2001,8077
ADAIR,2002,7964
ADAIR,2003,7916
ADAIR,2004,7847
ADAIR,2005,7721
ADAIR,2006,7677
ADAIR,2007,7584
ADAIR,2008,7445
ADAIR,2009,7350
ADAIR,2010,7682
ADAIR,2011,7546
ADAIR,2012,7468
ADAIR,2013,7387
ADAIR,2014,7368
ADAIR,2015,7145
ADAIR,2016,7005
ADAIR,2017,7051
ADAIR,2018,7074
ADAIR,2019,7152
ADAIR,2020,7496
ADAIR,2021,7522
ADAIR,2022,7457
ADAIR,2023,7399
ADAIR,2024,7431
ADAMS,1990,4866
ADAMS,1991,4845
ADAMS,1992,4748
ADAMS,1993,4687
ADAMS,1994,4634
ADAMS,1995,4616
ADAMS,1996,4578
ADAMS,1997,4534
ADAMS,1998,4503
ADAMS,1999,4493
ADAMS,2000,4482
ADAMS,2001,4396
ADAMS,2002,4350
ADAMS,2003,4321
ADAMS,2004,4256
ADAMS,2005,4159
ADAMS,2006,4141
ADAMS,2007,4099
ADAMS,2008,4032
ADAMS,2009,3930
ADAMS,2010,4029
ADAMS,2011,3994
ADAMS,2012,3910
ADAMS,2013,3891
ADAMS,2014,3877
ADAMS,2015,3754
ADAMS,2016,3692
ADAMS,2017,3657
ADAMS,2018,3644
ADAMS,2019,3602
ADAMS,2020,3704
ADAMS,2021,3641
ADAMS,2022,3602
ADAMS,2023,3553
ADAMS,2024,3606
ALLAMAKEE,1990,13855
ALLAMAKEE,1991,13836
ALLAMAKEE,1992,13996
ALLAMAKEE,1993,14123
ALLAMAKEE,1994,14231
ALLAMAKEE,1995,14248
ALLAMAKEE,1996,14484
ALLAMAKEE,1997,14468
ALLAMAKEE,1998,14487
ALLAMAKEE,1999,14611
ALLAMAKEE,2000,14675
ALLAMAKEE,2001,14343
ALLAMAKEE,2002,14309
ALLAMAKEE,2003,14371
ALLAMAKEE,2004,14371
ALLAMAKEE,2005,14419
ALLAMAKEE,2006,14442
ALLAMAKEE,2007,14421
ALLAMAKEE,2008,14416
ALLAMAKEE,2009,14407
ALLAMAKEE,2010,14330
ALLAMAKEE,2011,14222
ALLAMAKEE,2012,14149
ALLAMAKEE,2013,14071
ALLAMAKEE,2014,14062
ALLAMAKEE,2015,13874
ALLAMAKEE,2016,13851
ALLAMAKEE,2017,13803
ALLAMAKEE,2018,13852
ALLAMAKEE,2019,13687
ALLAMAKEE,2020,14061
ALLAMAKEE,2021,13965
ALLAMAKEE,2022,14072
ALLAMAKEE,2023,14168
ALLAMAKEE,2024,14184
APPANOOSE,1990,13743
APPANOOSE,1991,13744
APPANOOSE,1992,13768
APPANOOSE,1993,13865
APPANOOSE,1994,13903
APPANOOSE,1995,13726
APPANOOSE,1996,13723
APPANOOSE,1997,13752
APPANOOSE,1998,13677
APPANOOSE,1999,13761
APPANOOSE,2000,13723
APPANOOSE,2001,13558
APPANOOSE,2002,13377
APPANOOSE,2003,13452
APPANOOSE,2004,13355
APPANOOSE,2005,13315
APPANOOSE,2006,13158
APPANOOSE,2007,12926
APPANOOSE,2008,12780
APPANOOSE,2009,12698
APPANOOSE,2010,12887
APPANOOSE,2011,12848
APPANOOSE,2012,12707
APPANOOSE,2013,12654
APPANOOSE,2014,12671
APPANOOSE,2015,12577
APPANOOSE,2016,12505
APPANOOSE,2017,12353
APPANOOSE,2018,12401
APPANOOSE,2019,12426
APPANOOSE,2020,12317
APPANOOSE,2021,12269
APPANOOSE,2022,12135
APPANOOSE,2023,12129
APPANOOSE,2024,12106
AUDUBON,1990,7334
AUDUBON,1991,7335
AUDUBON,1992,7251
AUDUBON,1993,7141
AUDUBON,1994,7038
AUDUBON,1995,6992
AUDUBON,1996,6954
AUDUBON,1997,6920
AUDUBON,1998,6916
AUDUBON,1999,6893
AUDUBON,2000,6830
AUDUBON,2001,6657
AUDUBON,2002,6549
AUDUBON,2003,6438
AUDUBON,2004,6378
AUDUBON,2005,6251
AUDUBON,2006,6179
AUDUBON,2007,6132
AUDUBON,2008,6105
AUDUBON,2009,6032
AUDUBON,2010,6119
AUDUBON,2011,6004
AUDUBON,2012,5865
AUDUBON,2013,5863
AUDUBON,2014,5771
AUDUBON,2015,5711
AUDUBON,2016,5626
AUDUBON,2017,5550
AUDUBON,2018,5471
AUDUBON,2019,5496
AUDUBON,2020,5674
AUDUBON,2021,5645
AUDUBON,2022,5573
AUDUBON,2023,5533
AUDUBON,2024,5562
BENTON,1990,22429
BENTON,1991,22425
BENTON,1992,22526
BENTON,1993,22712
BENTON,1994,23223
BENTON,1995,23552
BENTON,1996,23962
BENTON,1997,24249
BENTON,1998,24453
BENTON,1999,24823
BENTON,2000,25307
BENTON,2001,25619
BENTON,2002,25991
BENTON,2003,26176
BENTON,2004,26493
BENTON,2005,26643
BENTON,2006,26571
BENTON,2007,26551
BENTON,2008,26642
BENTON,2009,26734
BENTON,2010,26076
BENTON,2011,26078
BENTON,2012,25830
BENTON,2013,25699
BENTON,2014,25623
BENTON,2015,25608
BENTON,2016,25644
BENTON,2017,25656
BENTON,2018,25625
BENTON,2019,25645
BENTON,2020,25575
BENTON,2021,25745
BENTON,2022,25756
BENTON,2023,25769
BENTON,2024,25799
BLACK HAWK,1990,123798
BLACK HAWK,1991,124155
BLACK HAWK,1992,125601
BLACK HAWK,1993,126142
BLACK HAWK,1994,126976
BLACK HAWK,1995,127150
BLACK HAWK,1996,126936
BLACK HAWK,1997,127392
BLACK HAWK,1998,127275
BLACK HAWK,1999,127743
BLACK HAWK,2000,128013
BLACK HAWK,2001,127656
BLACK HAWK,2002,126628
BLACK HAWK,2003,126026
BLACK HAWK,2004,126077
BLACK HAWK,2005,126235
BLACK HAWK,2006,126556
BLACK HAWK,2007,126737
BLACK HAWK,2008,128040
BLACK HAWK,2009,129276
BLACK HAWK,2010,131090
BLACK HAWK,2011,131584
BLACK HAWK,2012,131878
BLACK HAWK,2013,132933
BLACK HAWK,2014,133390
BLACK HAWK,2015,133701
BLACK HAWK,2016,133077
BLACK HAWK,2017,132238
BLACK HAWK,2018,131723
BLACK HAWK,2019,131228
BLACK HAWK,2020,131144
BLACK HAWK,2021,130587
BLACK HAWK,2022,130081
BLACK HAWK,2023,131179
BLACK HAWK,2024,132348
BOONE,1990,25186
BOONE,1991,25200
BOONE,1992,25335
BOONE,1993,25259
BOONE,1994,25133
BOONE,1995,25161
BOONE,1996,25456
BOONE,1997,25742
BOONE,1998,26023
BOONE,1999,25930
BOONE,2000,26216
BOONE,2001,26210
BOONE,2002,26032
BOONE,2003,26123
BOONE,2004,26224
BOONE,2005,26311
BOONE,2006,26246
BOONE,2007,26297
BOONE,2008,26186
BOONE,2009,26072
BOONE,2010,26306
BOONE,2011,26288
BOONE,2012,26136
BOONE,2013,26284
BOONE,2014,26290
BOONE,2015,26443
BOONE,2016,26416
BOONE,2017,26443
BOONE,2018,26312
BOONE,2019,26234
BOONE,2020,26715
BOONE,2021,26770
BOONE,2022,26570
BOONE,2023,26567
BOONE,2024,26729
BREMER,1990,22813
BREMER,1991,22854
BREMER,1992,22931
BREMER,1993,23038
BREMER,1994,23157
BREMER,1995,23098
BREMER,1996,23183
BREMER,1997,23301
BREMER,1998,23292
BREMER,1999,23322
BREMER,2000,23325
BREMER,2001,23401
BREMER,2002,23202
BREMER,2003,23273
BREMER,2004,23369
BREMER,2005,23394
BREMER,2006,23531
BREMER,2007,23633
BREMER,2008,23509
BREMER,2009,23460
BREMER,2010,24276
BREMER,2011,24381
BREMER,2012,24496
BREMER,2013,24579
BREMER,2014,24670
BREMER,2015,24746
BREMER,2016,24747
BREMER,2017,24823
BREMER,2018,24941
BREMER,2019,25062
BREMER,2020,24988
BREMER,2021,25119
BREMER,2022,25260
BREMER,2023,25304
BREMER,2024,25328
BUCHANAN,1990,20844
BUCHANAN,1991,20842
BUCHANAN,1992,20902
BUCHANAN,1993,20952
BUCHANAN,1994,21091
BUCHANAN,1995,21230
BUCHANAN,1996,21141
BUCHANAN,1997,21126
BUCHANAN,1998,21084
BUCHANAN,1999,21088
BUCHANAN,2000,21093
BUCHANAN,2001,20945
BUCHANAN,2002,20761
BUCHANAN,2003,20778
BUCHANAN,2004,20852
BUCHANAN,2005,20760
BUCHANAN,2006,20875
BUCHANAN,2007,20975
BUCHANAN,2008,21033
BUCHANAN,2009,20910
BUCHANAN,2010,20958
BUCHANAN,2011,20911
BUCHANAN,2012,20994
BUCHANAN,2013,21026
BUCHANAN,2014,21131
BUCHANAN,2015,21105
BUCHANAN,2016,21007
BUCHANAN,2017,21126
BUCHANAN,2018,21178
BUCHANAN,2019,21175
BUCHANAN,2020,20565
BUCHANAN,2021,20707
BUCHANAN,2022,20700
BUCHANAN,2023,20725
BUCHANAN,2024,20733
BUENA VISTA,1990,19965
BUENA VISTA,1991,19992
BUENA VISTA,1992,20076
BUENA VISTA,1993,20299
BUENA VISTA,1994,20578
BUENA VISTA,1995,20497
BUENA VISTA,1996,20500
BUENA VISTA,1997,20506
BUENA VISTA,1998,20427
BUENA VISTA,1999,20301
BUENA VISTA,2000,20411
BUENA VISTA,2001,20194
BUENA VISTA,2002,20142
BUENA VISTA,2003,19990
BUENA VISTA,2004,19800
BUENA VISTA,2005,19713
BUENA VISTA,2006,19604
BUENA VISTA,2007,19455
BUENA VISTA,2008,19491
BUENA VISTA,2009,19601
BUENA VISTA,2010,20260
BUENA VISTA,2011,20311
BUENA VISTA,2012,20561
BUENA VISTA,2013,20649
BUENA VISTA,2014,20606
BUENA VISTA,2015,20374
BUENA VISTA,2016,20325
BUENA VISTA,2017,20144
BUENA VISTA,2018,19826
BUENA VISTA,2019,19620
BUENA VISTA,2020,20823
BUENA VISTA,2021,20794
BUENA VISTA,2022,20651
BUENA VISTA,2023,20698
BUENA VISTA,2024,20816
BUTLER,1990,15731
BUTLER,1991,15713
BUTLER,1992,15788
BUTLER,1993,15709
BUTLER,1994,15578
BUTLER,1995,15578
BUTLER,1996,15573
BUTLER,1997,15531
BUTLER,1998,15501
BUTLER,1999,15406
BUTLER,2000,15305
BUTLER,2001,15005
BUTLER,2002,14826
BUTLER,2003,14782
BUTLER,2004,14782
BUTLER,2005,14712
BUTLER,2006,14632
BUTLER,2007,14626
BUTLER,2008,14595
BUTLER,2009,14341
BUTLER,2010,14867
BUTLER,2011,14966
BUTLER,2012,14971
BUTLER,2013,14975
BUTLER,2014,14959
BUTLER,2015,14881
BUTLER,2016,14702
BUTLER,2017,14592
BUTLER,2018,14525
BUTLER,2019,14439
BUTLER,2020,14334
BUTLER,2021,14351
BUTLER,2022,14275
BUTLER,2023,14225
BUTLER,2024,14156
CALHOUN,1990,11508
CALHOUN,1991,11501
CALHOUN,1992,11497
CALHOUN,1993,11503
CALHOUN,1994,11478
CALHOUN,1995,11630
CALHOUN,1996,11473
CALHOUN,1997,11426
CALHOUN,1998,11377
CALHOUN,1999,11296
CALHOUN,2000,11115
CALHOUN,2001,10946
CALHOUN,2002,10719
CALHOUN,2003,10522
CALHOUN,2004,10388
CALHOUN,2005,10247
CALHOUN,2006,10101
CALHOUN,2007,9951
CALHOUN,2008,9851
CALHOUN,2009,9671
CALHOUN,2010,9670
CALHOUN,2011,10064
CALHOUN,2012,9913
CALHOUN,2013,9898
CALHOUN,2014,9845
CALHOUN,2015,9801
CALHOUN,2016,9811
CALHOUN,2017,9729
CALHOUN,2018,9711
CALHOUN,2019,9668
CALHOUN,2020,9927
CALHOUN,2021,9894
CALHOUN,2022,9725
CALHOUN,2023,9790
CALHOUN,2024,9711
CARROLL,1990,21423
CARROLL,1991,21415
CARROLL,1992,21429
CARROLL,1993,21483
CARROLL,1994,21634
CARROLL,1995,21525
CARROLL,1996,21651
CARROLL,1997,21651
CARROLL,1998,21705
CARROLL,1999,21703
CARROLL,2000,21427
CARROLL,2001,21214
CARROLL,2002,21138
CARROLL,2003,20984
CARROLL,2004,20888
CARROLL,2005,20911
CARROLL,2006,20766
CARROLL,2007,20788
CARROLL,2008,20679
CARROLL,2009,20674
CARROLL,2010,20816
CARROLL,2011,20860
CARROLL,2012,20654
CARROLL,2013,20541
CARROLL,2014,20499
CARROLL,2015,20423
CARROLL,2016,20388
CARROLL,2017,20274
CARROLL,2018,20153
CARROLL,2019,20165
CARROLL,2020,20760
CARROLL,2021,20754
CARROLL,2022,20565
CARROLL,2023,20512
CARROLL,2024,20407
CASS,1990,15128
CASS,1991,15110
CASS,1992,15062
CASS,1993,15056
CASS,1994,15090
CASS,1995,15168
CASS,1996,15043
CASS,1997,15005
CASS,1998,14886
CASS,1999,14794
CASS,2000,14684
CASS,2001,14476
CASS,2002,14214
CASS,2003,14228
CASS,2004,14078
CASS,2005,13918
CASS,2006,13912
CASS,2007,13870
CASS,2008,13812
CASS,2009,13758
CASS,2010,13956
CASS,2011,13765
CASS,2012,13700
CASS,2013,13572
CASS,2014,13395
CASS,2015,13351
CASS,2016,13176
CASS,2017,13144
CASS,2018,12948
CASS,2019,12836
CASS,2020,13127
CASS,2021,13085
CASS,2022,13125
CASS,2023,13131
CASS,2024,13024
CEDAR,1990,17444
CEDAR,1991,17447
CEDAR,1992,17505
CEDAR,1993,17703
CEDAR,1994,17551
CEDAR,1995,17566
CEDAR,1996,17742
CEDAR,1997,17860
CEDAR,1998,18102
CEDAR,1999,18057
CEDAR,2000,18187
CEDAR,2001,18074
CEDAR,2002,18049
CEDAR,2003,18058
CEDAR,2004,18030
CEDAR,2005,17933
CEDAR,2006,18000
CEDAR,2007,17950
CEDAR,2008,18047
CEDAR,2009,18006
CEDAR,2010,18499
CEDAR,2011,18358
CEDAR,2012,18296
CEDAR,2013,18226
CEDAR,2014,18276
CEDAR,2015,18254
CEDAR,2016,18348
CEDAR,2017,18490
CEDAR,2018,18564
CEDAR,2019,18627
CEDAR,2020,18505
CEDAR,2021,18429
CEDAR,2022,18331
CEDAR,2023,18269
CEDAR,2024,18231
CERRO GORDO,1990,46733
CERRO GORDO,1991,46773
CERRO GORDO,1992,47206
CERRO GORDO,1993,47060
CERRO GORDO,1994,46904
CERRO GORDO,1995,46945
CERRO GORDO,1996,47196
CERRO GORDO,1997,47080
CERRO GORDO,1998,47091
CERRO GORDO,1999,46950
CERRO GORDO,2000,46447
CERRO GORDO,2001,45744
CERRO GORDO,2002,45263
CERRO GORDO,2003,45142
CERRO GORDO,2004,44654
CERRO GORDO,2005,44321
CERRO GORDO,2006,44048
CERRO GORDO,2007,43915
CERRO GORDO,2008,43740
CERRO GORDO,2009,43609
CERRO GORDO,2010,44151
CERRO GORDO,2011,43971
CERRO GORDO,2012,43699
CERRO GORDO,2013,43528
CERRO GORDO,2014,43206
CERRO GORDO,2015,42983
CERRO GORDO,2016,43096
CERRO GORDO,2017,42999
CERRO GORDO,2018,42642
CERRO GORDO,2019,42450
CERRO GORDO,2020,43127
CERRO GORDO,2021,42767
CERRO GORDO,2022,42408
CERRO GORDO,2023,42470
CERRO GORDO,2024,42493
CHEROKEE,1990,14098
CHEROKEE,1991,14107
CHEROKEE,1992,14062
CHEROKEE,1993,13978
CHEROKEE,1994,13912
CHEROKEE,1995,13882
CHEROKEE,1996,13635
CHEROKEE,1997,13450
CHEROKEE,1998,13381
CHEROKEE,1999,13204
CHEROKEE,2000,13032
CHEROKEE,2001,12835
CHEROKEE,2002,12530
CHEROKEE,2003,12347
CHEROKEE,2004,12210
CHEROKEE,2005,12021
CHEROKEE,2006,11791
CHEROKEE,2007,11684
CHEROKEE,2008,11501
CHEROKEE,2009,11409
CHEROKEE,2010,12072
CHEROKEE,2011,12024
CHEROKEE,2012,11951
CHEROKEE,2013,11874
CHEROKEE,2014,11801
CHEROKEE,2015,11483
CHEROKEE,2016,11394
CHEROKEE,2017,11307
CHEROKEE,2018,11295
CHEROKEE,2019,11235
CHEROKEE,2020,11658
CHEROKEE,2021,11539
CHEROKEE,2022,11492
CHEROKEE,2023,11652
CHEROKEE,2024,11658
CHICKASAW,1990,13295
CHICKASAW,1991,13288
CHICKASAW,1992,13219
CHICKASAW,1993,13218
CHICKASAW,1994,13238
CHICKASAW,1995,13287
CHICKASAW,1996,13297
CHICKASAW,1997,13270
CHICKASAW,1998,13272
CHICKASAW,1999,13237
CHICKASAW,2000,13095
CHICKASAW,2001,13047
CHICKASAW,2002,12763
CHICKASAW,2003,12550
CHICKASAW,2004,12436
CHICKASAW,2005,12268
CHICKASAW,2006,12268
CHICKASAW,2007,12174
CHICKASAW,2008,12071
CHICKASAW,2009,12017
CHICKASAW,2010,12439
CHICKASAW,2011,12405
CHICKASAW,2012,12287
CHICKASAW,2013,12274
CHICKASAW,2014,12252
CHICKASAW,2015,12151
CHICKASAW,2016,12094
CHICKASAW,2017,12002
CHICKASAW,2018,11952
CHICKASAW,2019,11933
CHICKASAW,2020,12012
CHICKASAW,2021,11882
CHICKASAW,2022,11755
CHICKASAW,2023,11694
CHICKASAW,2024,11719
CLARKE,1990,8287
CLARKE,1991,8301
CLARKE,1992,8353
CLARKE,1993,8496
CLARKE,1994,8549
CLARKE,1995,8429
CLARKE,1996,8486
CLARKE,1997,8663
CLARKE,1998,8701
CLARKE,1999,8841
CLARKE,2000,9133
CLARKE,2001,9180
CLARKE,2002,9168
CLARKE,2003,9211
CLARKE,2004,9221
CLARKE,2005,9076
CLARKE,2006,9074
CLARKE,2007,9017
CLARKE,2008,9085
CLARKE,2009,9086
CLARKE,2010,9286
CLARKE,2011,9317
CLARKE,2012,9341
CLARKE,2013,9245
CLARKE,2014,9196
CLARKE,2015,9219
CLARKE,2016,9288
CLARKE,2017,9396
CLARKE,2018,9502
CLARKE,2019,9395
CLARKE,2020,9748
CLARKE,2021,9751
CLARKE,2022,9676
CLARKE,2023,9631
CLARKE,2024,9524
CLAY,1990,17585
CLAY,1991,17654
CLAY,1992,17638
CLAY,1993,17766
CLAY,1994,17700
CLAY,1995,17696
CLAY,1996,17577
CLAY,1997,17601
CLAY,1998,17662
CLAY,1999,17550
CLAY,2000,17372
CLAY,2001,17255
CLAY,2002,17071
CLAY,2003,16957
CLAY,2004,16916
CLAY,2005,16784
CLAY,2006,16732
CLAY,2007,16629
CLAY,2008,16617
CLAY,2009,16617
CLAY,2010,16667
CLAY,2011,16597
CLAY,2012,16539
CLAY,2013,16438
CLAY,2014,16484
CLAY,2015,16498
CLAY,2016,16295
CLAY,2017,16141
CLAY,2018,16106
CLAY,2019,16016
CLAY,2020,16384
CLAY,2021,16459
CLAY,2022,16506
CLAY,2023,16530
CLAY,2024,16474
CLAYTON,1990,19054
CLAYTON,1991,19064
CLAYTON,1992,18889
CLAYTON,1993,18813
CLAYTON,1994,18909
CLAYTON,1995,18886
CLAYTON,1996,18871
CLAYTON,1997,18930
CLAYTON,1998,18952
CLAYTON,1999,18900
CLAYTON,2000,18678
CLAYTON,2001,18451
CLAYTON,2002,18211
CLAYTON,2003,18107
CLAYTON,2004,18026
CLAYTON,2005,17853
CLAYTON,2006,17779
CLAYTON,2007,17686
CLAYTON,2008,17555
CLAYTON,2009,17463
CLAYTON,2010,18129
CLAYTON,2011,18017
CLAYTON,2012,17946
CLAYTON,2013,17793
CLAYTON,2014,17768
CLAYTON,2015,17726
CLAYTON,2016,17661
CLAYTON,2017,17648
CLAYTON,2018,17540
CLAYTON,2019,17549
CLAYTON,2020,17043
CLAYTON,2021,17058
CLAYTON,2022,17058
CLAYTON,2023,16985
CLAYTON,2024,16931
CLINTON,1990,51040
CLINTON,1991,51091
CLINTON,1992,51064
CLINTON,1993,51405
CLINTON,1994,51489
CLINTON,1995,51320
CLINTON,1996,51270
CLINTON,1997,50793
CLINTON,1998,50635
CLINTON,1999,50553
CLINTON,2000,50149
CLINTON,2001,49845
CLINTON,2002,49614
CLINTON,2003,49487
CLINTON,2004,49380
CLINTON,2005,49299
CLINTON,2006,49264
CLINTON,2007,49084
CLINTON,2008,49062
CLINTON,2009,48934
CLINTON,2010,49116
CLINTON,2011,49102
CLINTON,2012,48701
CLINTON,2013,48281
CLINTON,2014,47895
CLINTON,2015,47558
CLINTON,2016,47248
CLINTON,2017,46874
CLINTON,2018,46437
CLINTON,2019,46429
CLINTON,2020,46460
CLINTON,2021,46491
CLINTON,2022,46268
CLINTON,2023,46134
CLINTON,2024,46015
CRAWFORD,1990,16775
CRAWFORD,1991,16737
CRAWFORD,1992,16739
CRAWFORD,1993,16791
CRAWFORD,1994,16683
CRAWFORD,1995,16715
CRAWFORD,1996,16761
CRAWFORD,1997,16775
CRAWFORD,1998,16864
CRAWFORD,1999,16901
CRAWFORD,2000,16942
CRAWFORD,2001,16890
CRAWFORD,2002,16847
CRAWFORD,2003,16752
CRAWFORD,2004,16675
CRAWFORD,2005,16591
CRAWFORD,2006,16486
CRAWFORD,2007,16503
CRAWFORD,2008,16399
CRAWFORD,2009,16416
CRAWFORD,2010,17096
CRAWFORD,2011,17217
CRAWFORD,2012,17299
CRAWFORD,2013,17360
CRAWFORD,2014,17168
CRAWFORD,2015,17082
CRAWFORD,2016,17103
CRAWFORD,2017,17076
CRAWFORD,2018,17089
CRAWFORD,2019,16820
CRAWFORD,2020,16525
CRAWFORD,2021,16242
CRAWFORD,2022,16135
CRAWFORD,2023,16138
CRAWFORD,2024,16378
DALLAS,1990,29755
DALLAS,1991,29904
DALLAS,1992,30578
DALLAS,1993,31360
DALLAS,1994,32262
DALLAS,1995,33036
DALLAS,1996,34050
DALLAS,1997,35380
DALLAS,1998,36862
DALLAS,1999,38152
DALLAS,2000,40776
DALLAS,2001,42720
DALLAS,2002,44324
DALLAS,2003,46308
DALLAS,2004,49388
DALLAS,2005,51779
DALLAS,2006,54592
DALLAS,2007,57278
DALLAS,2008,59977
DALLAS,2009,61950
DALLAS,2010,66135
DALLAS,2011,69696
DALLAS,2012,72235
DALLAS,2013,74949
DALLAS,2014,77739
DALLAS,2015,80631
DALLAS,2016,84248
DALLAS,2017,87208
DALLAS,2018,89953
DALLAS,2019,93453
DALLAS,2020,99678
DALLAS,2021,104194
DALLAS,2022,108164
DALLAS,2023,111593
DALLAS,2024,115343
DAVIS,1990,8312
DAVIS,1991,8321
DAVIS,1992,8321
DAVIS,1993,8326
DAVIS,1994,8398
DAVIS,1995,8452
DAVIS,1996,8512
DAVIS,1997,8428
DAVIS,1998,8496
DAVIS,1999,8484
DAVIS,2000,8541
DAVIS,2001,8571
DAVIS,2002,8565
DAVIS,2003,8494
DAVIS,2004,8555
DAVIS,2005,8507
DAVIS,2006,8530
DAVIS,2007,8575
DAVIS,2008,8573
DAVIS,2009,8562
DAVIS,2010,8753
DAVIS,2011,8771
DAVIS,2012,8707
DAVIS,2013,8769
DAVIS,2014,8756
DAVIS,2015,8777
DAVIS,2016,8884
DAVIS,2017,8969
DAVIS,2018,8972
DAVIS,2019,9000
DAVIS,2020,9110
DAVIS,2021,9155
DAVIS,2022,9158
DAVIS,2023,9165
DAVIS,2024,9193
DECATUR,1990,8338
DECATUR,1991,8303
DECATUR,1992,8185
DECATUR,1993,8219
DECATUR,1994,8163
DECATUR,1995,8290
DECATUR,1996,8468
DECATUR,1997,8459
DECATUR,1998,8416
DECATUR,1999,8538
DECATUR,2000,8689
DECATUR,2001,8652
DECATUR,2002,8543
DECATUR,2003,8469
DECATUR,2004,8454
DECATUR,2005,8460
DECATUR,2006,8372
DECATUR,2007,8342
DECATUR,2008,8201
DECATUR,2009,8231
DECATUR,2010,8457
DECATUR,2011,8249
DECATUR,2012,8239
DECATUR,2013,8216
DECATUR,2014,8209
DECATUR,2015,8137
DECATUR,2016,8053
DECATUR,2017,7947
DECATUR,2018,7890
DECATUR,2019,7870
DECATUR,2020,7645
DECATUR,2021,7797
DECATUR,2022,7822
DECATUR,2023,7781
DECATUR,2024,7656
DELAWARE,1990,18035
DELAWARE,1991,18046
DELAWARE,1992,18139
DELAWARE,1993,18271
DELAWARE,1994,18269
DELAWARE,1995,18322
DELAWARE,1996,18347
DELAWARE,1997,18324
DELAWARE,1998,18380
DELAWARE,1999,18487
DELAWARE,2000,18404
DELAWARE,2001,18212
DELAWARE,2002,18123
DELAWARE,2003,17977
DELAWARE,2004,17797
DELAWARE,2005,17619
DELAWARE,2006,17560
DELAWARE,2007,17506
DELAWARE,2008,17335
DELAWARE,2009,17205
DELAWARE,2010,17764
DELAWARE,2011,17632
DELAWARE,2012,17567
DELAWARE,2013,17473
DELAWARE,2014,17395
DELAWARE,2015,17393
DELAWARE,2016,17288
DELAWARE,2017,17143
DELAWARE,2018,17081
DELAWARE,2019,17011
DELAWARE,2020,17488
DELAWARE,2021,17552
DELAWARE,2022,17590
DELAWARE,2023,17583
DELAWARE,2024,17609
DES MOINES,1990,42614
DES MOINES,1991,42668
DES MOINES,1992,42871
DES MOINES,1993,43014
DES MOINES,1994,43104
DES MOINES,1995,43112
DES MOINES,1996,42936
DES MOINES,1997,42825
DES MOINES,1998,42620
DES MOINES,1999,42621
DES MOINES,2000,42351
DES MOINES,2001,41917
DES MOINES,2002,41307
DES MOINES,2003,41152
DES MOINES,2004,40742
DES MOINES,2005,40553
DES MOINES,2006,40453
DES MOINES,2007,40634
DES MOINES,2008,40803
DES MOINES,2009,41058
DES MOINES,2010,40325
DES MOINES,2011,40066
DES MOINES,2012,40229
DES MOINES,2013,40395
DES MOINES,2014,40096
DES MOINES,2015,39874
DES MOINES,2016,39613
DES MOINES,2017,39326
DES MOINES,2018,39149
DES MOINES,2019,38967
DES MOINES,2020,38910
DES MOINES,2021,38545
DES MOINES,2022,38258
DES MOINES,2023,38360
DES MOINES,2024,38411
DICKINSON,1990,14909
DICKINSON,1991,14935
DICKINSON,1992,15196
DICKINSON,1993,15245
DICKINSON,1994,15389
DICKINSON,1995,15414
DICKINSON,1996,15601
DICKINSON,1997,15783
DICKINSON,1998,16076
DICKINSON,1999,16236
DICKINSON,2000,16424
DICKINSON,2001,16473
DICKINSON,2002,16343
DICKINSON,2003,16318
DICKINSON,2004,16478
DICKINSON,2005,16608
DICKINSON,2006,16621
DICKINSON,2007,16586
DICKINSON,2008,16644
DICKINSON,2009,16623
DICKINSON,2010,16667
DICKINSON,2011,16859
DICKINSON,2012,16925
DICKINSON,2013,16878
DICKINSON,2014,16840
DICKINSON,2015,17004
DICKINSON,2016,17109
DICKINSON,2017,17141
DICKINSON,2018,17121
DICKINSON,2019,17258
DICKINSON,2020,17703
DICKINSON,2021,17876
DICKINSON,2022,18052
DICKINSON,2023,18087
DICKINSON,2024,18158
DUBUQUE,1990,86403
DUBUQUE,1991,86462
DUBUQUE,1992,86988
DUBUQUE,1993,87672
DUBUQUE,1994,88261
DUBUQUE,1995,88654
DUBUQUE,1996,88938
DUBUQUE,1997,89097
DUBUQUE,1998,88996
DUBUQUE,1999,88775
DUBUQUE,2000,89156
DUBUQUE,2001,88998
DUBUQUE,2002,89218
DUBUQUE,2003,90116
DUBUQUE,2004,90618
DUBUQUE,2005,90926
DUBUQUE,2006,91390
DUBUQUE,2007,92254
DUBUQUE,2008,92589
DUBUQUE,2009,93072
DUBUQUE,2010,93653
DUBUQUE,2011,94593
DUBUQUE,2012,95159
DUBUQUE,2013,95945
DUBUQUE,2014,96481
DUBUQUE,2015,96850
DUBUQUE,2016,96763
DUBUQUE,2017,97066
DUBUQUE,2018,96922
DUBUQUE,2019,97311
DUBUQUE,2020,99266
DUBUQUE,2021,98863
DUBUQUE,2022,98748
DUBUQUE,2023,98988
DUBUQUE,2024,99242
EMMET,1990,11569
EMMET,1991,11592
EMMET,1992,11666
EMMET,1993,11722
EMMET,1994,11568
EMMET,1995,11501
EMMET,1996,11403
EMMET,1997,11338
EMMET,1998,11303
